Geographical Name;Latitude;Longitude;Generic Term;Province - Territory
Sherbrooke;45.4;-71.9;Town;Quebec
Sherrington;45.1669444;-73.5252778;Village;Quebec
Shigawake;48.1;-65.0833333;Municipality;Quebec
Sorel-Tracy;46.0436111;-73.1130556;Town;Quebec
Squatec;47.8808333;-68.7238889;Village;Quebec
Stanbridge East;45.1166667;-72.9166667;Municipality;Quebec
Stanbridge Station;45.1166667;-73.0333334;Municipality;Quebec
Stanhope;45.0125;-71.7994444;Village;Quebec
Stanstead;45.0166667;-72.1;Town;Quebec
Stanstead-Est;45.1;-72.05;Municipality;Quebec
Stoke;45.5333333;-71.8;Municipality;Quebec
Stoneham;47.000833;-71.363333;Village;Quebec
Stornoway;45.7166667;-71.1666667;Municipality;Quebec
Stratford;45.7833333;-71.2833333;Township Municipality;Quebec
Sully;47.4558333;-69.1527778;Village;Quebec
Sutton;45.1;-72.6166667;Town;Quebec
Tadoussac;48.15;-69.7166667;Village Municipality;Quebec
Taschereau;48.6666667;-78.6833333;Municipality;Quebec
Tee Lake;46.755833;-79.044444;Village;Quebec
Temiscaming;46.716667;-79.1;Town;Quebec
Temiscouata-sur-le-Lac;47.683333;-68.883333;Town;Quebec
Terrasse-Vaudreuil;45.3905556;-73.9888889;Municipality;Quebec
Terrebonne;45.7;-73.633333;Town;Quebec
Tete-a-la-Baleine;50.7027778;-59.3230556;Village;Quebec
Thetford Mines;46.1;-71.3;Town;Quebec
Thorne;45.75;-76.433333;Municipality;Quebec
Thurso;45.6;-75.25;Town;Quebec
Tingwick;45.883333;-71.95;Municipality;Quebec
Tourelle;49.1597222;-66.4055556;Village;Quebec
Tourville;47.1;-69.9833333;Municipality;Quebec
Trecesson;48.65;-78.3166666;Township Municipality;Quebec
Tres-Saint-Redempteur;45.4333334;-74.3833333;Municipality;Quebec
Tring-Jonction;46.2666667;-70.9833333;Village Municipality;Quebec
Trois-Pistoles;48.1166667;-69.1833333;Town;Quebec
Trois-Rives;47;-72.75;Municipality;Quebec
Trois-Rivieres;46.35;-72.55;Town;Quebec
Ulverton;45.7166667;-72.2333334;Municipality;Quebec
Upton;45.65;-72.6833333;Municipality;Quebec
Val-Alain;46.4166667;-71.75;Municipality;Quebec
Val-Brillant;48.5333333;-67.55;Municipality;Quebec
Valcartier-Village;46.9377778;-71.4705556;Village;Quebec
Valcourt;45.5;-72.3166667;Town;Quebec
Val-David;46.0333333;-74.2166667;Village Municipality;Quebec
Val-des-Bois;45.9166667;-75.6;Municipality;Quebec
Val-des-Lacs;46.1833333;-74.35;Municipality;Quebec
Val-des-Monts;45.65;-75.6666667;Municipality;Quebec
Val-d'Or;48.1;-77.7833333;Town;Quebec
Val-Joli;45.6;-71.9666667;Municipality;Quebec
Vallee-Jonction;46.3666667;-70.9166667;Municipality;Quebec
Val-Limoges;46.5977778;-75.7252778;Village;Quebec
Val-Morin;46;-74.1833333;Municipality;Quebec
Val-Paradis;49.166667;-79.283333;Village;Quebec
Val-Saint-Gilles;48.9666667;-79.1166666;Municipality;Quebec
Varennes;45.6825;-73.4408333;Town;Quebec
Vaudreuil-Dorion;45.4;-74.0333333;Town;Quebec
Vendee;46.085;-74.8333333;Village;Quebec
Venise-en-Quebec;45.0833333;-73.1333333;Municipality;Quebec
Vercheres;45.7758333;-73.3575;Municipality;Quebec
Vianney;46.0652778;-71.6263889;Village;Quebec
Victoriaville;46.05;-71.9666667;Town;Quebec
Vieux-Fort;51.4236111;-57.8244444;Village;Quebec
Villebois;49.1;-79.15;Village;Quebec
Ville-Marie;47.3333332;-79.4333333;Town;Quebec
Villemontel;48.6319444;-78.3625;Village;Quebec
Villeroy;46.3833333;-71.8833333;Municipality;Quebec
Vimy-Ridge;46.0083333;-71.4191667;Village;Quebec
Wakefield;45.6383333;-75.9308333;Village;Quebec
Waltham;45.9166667;-76.9166667;Municipality;Quebec
Warwick;45.95;-71.9833334;Town;Quebec
Waswanipi;49.7333334;-76.1666666;Cree Village Municipality;Quebec
Waterloo;45.35;-72.5166667;Town;Quebec
Waterville;45.2666667;-71.9;Town;Quebec
Weedon;45.7;-71.4666667;Municipality;Quebec
Weir;45.945;-74.5494444;Village;Quebec
Wentworth-Nord;45.85;-74.45;Municipality;Quebec
West Brome;45.1761111;-72.6627778;Village;Quebec
Westmount;45.483333;-73.6;Town;Quebec
Wickham;45.75;-72.5;Municipality;Quebec
Windsor;45.5666667;-72;Town;Quebec
Woburn;45.3847222;-70.8636111;Village;Quebec
Wotton;45.7333333;-71.8;Municipality;Quebec
Yamachiche;46.2666667;-72.8333334;Municipality;Quebec
Yamaska;46;-72.916667;Municipality;Quebec
Abbey;50.7366361;-108.7575833;Village;Saskatchewan
Aberdeen;52.325536;-106.291511;Town;Saskatchewan
Abernethy;50.7445278;-103.4181631;Village;Saskatchewan
Adanac;52.4528462;-109.0562791;Hamlet;Saskatchewan
Admiral;49.7166946;-108.0173469;Hamlet;Saskatchewan
Air Ronge;55.089736;-105.341467;Northern Village;Saskatchewan
Alameda;49.2681464;-102.2870583;Town;Saskatchewan
Albertville;53.3944528;-105.5382639;Village;Saskatchewan
Algrove;52.4833347;-103.8838244;Hamlet;Saskatchewan
Alida;49.3890056;-101.8742889;Village;Saskatchewan
Allan;51.8958806;-106.0603667;Town;Saskatchewan
Alsask;51.379722;-109.997011;Hamlet;Saskatchewan
Alticane;52.9000604;-107.4839507;Hamlet;Saskatchewan
Alvena;52.5184058;-106.0192642;Village;Saskatchewan
Amazon;51.550035;-105.45059;Hamlet;Saskatchewan
Amulet;49.616701;-104.750546;Hamlet;Saskatchewan
Anerley;51.3667068;-107.3173173;Hamlet;Saskatchewan
Aneroid;49.716414;-107.300102;Hamlet;Saskatchewan
Anglia;51.566716;-108.167357;Hamlet;Saskatchewan
Annaheim;52.3212528;-104.8191564;Village;Saskatchewan
Antler;49.5660528;-101.4575194;Hamlet;Saskatchewan
Arborfield;53.1056694;-103.6607417;Town;Saskatchewan
Arbuthnot;49.8166954;-106.9006302;Hamlet;Saskatchewan
Archerwill;52.4389944;-103.8610139;Village;Saskatchewan
Arcola;49.6354522;-102.4919222;Town;Saskatchewan
Ardath;51.6167073;-107.2339799;Hamlet;Saskatchewan
Arelee;52.2500528;-107.5006459;Hamlet;Saskatchewan
Armit;52.8333599;-101.7838116;Hamlet;Saskatchewan
Armley;53.1166944;-104.0338021;Hamlet;Saskatchewan
Arran;51.8844681;-101.7186203;Village;Saskatchewan
Artland;52.7000761;-109.8841001;Hamlet;Saskatchewan
Aspen Cove;53.544535;-108.6895906;Hamlet;Saskatchewan
Asquith;52.1347731;-107.2266111;Town;Saskatchewan
Assiniboia;49.6291139;-105.9886333;Town;Saskatchewan
Atwater;50.7758139;-102.2269111;Village;Saskatchewan
Avonhurst;50.6333728;-104.133869;Hamlet;Saskatchewan
Avonlea;50.0124944;-105.0588278;Village;Saskatchewan
Aylesbury;50.9391667;-105.6940667;Village;Saskatchewan
Aylsham;53.1915694;-103.8027419;Village;Saskatchewan
Baildon;50.266694;-105.467237;Hamlet;Saskatchewan
Balcarres;50.8049556;-103.54425;Town;Saskatchewan
Baldwinton;52.7834086;-109.2674;Hamlet;Saskatchewan
Balgonie;50.4914583;-104.2629111;Town;Saskatchewan
Baljennie;52.5500594;-107.9006561;Hamlet;Saskatchewan
Bangor;50.805925;-102.3418639;Village;Saskatchewan
Bapaume;53.3834005;-107.6672923;Hamlet;Saskatchewan
Baring;50.2500194;-103.0505141;Hamlet;Saskatchewan
Bateman;50.0098972;-106.7498583;Hamlet;Saskatchewan
Battleford;52.7384556;-108.3152528;Town;Saskatchewan
Battrum;50.5500437;-108.3340289;Hamlet;Saskatchewan
Beacon Hill;54.3500904;-109.6508129;Hamlet;Saskatchewan
Beadle;51.4667227;-109.0007348;Hamlet;Saskatchewan
Bear Creek;56.2988194;-108.9408167;Northern Settlement;Saskatchewan
Beatty;52.9000281;-104.8043;Village;Saskatchewan
Beaufield;51.750059;-109.10074;Hamlet;Saskatchewan
Beauval;55.1407611;-107.6297056;Northern Village;Saskatchewan
Bechard;50.0500334;-104.2172181;Hamlet;Saskatchewan
Beechy;50.8793278;-107.3838575;Village;Saskatchewan
Belbutte;53.366739;-107.8173043;Hamlet;Saskatchewan
Belle Plaine;50.3931417;-105.1566722;Village;Saskatchewan
Bengough;49.3963611;-105.1283028;Town;Saskatchewan
Benson;49.4500277;-103.0171469;Hamlet;Saskatchewan
Bertwell;52.583337;-102.5671369;Hamlet;Saskatchewan
Bethune;50.7108111;-105.2052667;Village;Saskatchewan
Beverley;50.266701;-107.9673482;Hamlet;Saskatchewan
Bienfait;49.1391556;-102.8014869;Town;Saskatchewan
Big River;53.8350981;-107.0330556;Town;Saskatchewan
Biggar;52.0634611;-107.979075;Town;Saskatchewan
Birch Hills;52.9840353;-105.4325194;Town;Saskatchewan
Birmingham;50.9666725;-102.9338326;Hamlet;Saskatchewan
Birsay;51.1000331;-106.9839714;Hamlet;Saskatchewan
Bjorkdale;52.709075;-103.6448083;Village;Saskatchewan
Black Lake;59.1336098;-105.6008124;Hamlet;Saskatchewan
Black Point;56.3666953;-109.4458917;Northern Settlement;Saskatchewan
Bladworth;51.3674199;-106.1391693;Village;Saskatchewan
Blaine Lake;52.8283;-106.8814306;Town;Saskatchewan
Blucher;52.0167038;-106.2005986;Hamlet;Saskatchewan
Blumenheim;52.4000427;-106.4172599;Hamlet;Saskatchewan
Blumenhof;50.0166987;-107.7006702;Hamlet;Saskatchewan
Bodmin;53.7500538;-107.0005649;Hamlet;Saskatchewan
Boharm;50.4000274;-105.7172465;Hamlet;Saskatchewan
Borden;52.4049833;-107.2367083;Village;Saskatchewan
Brabant;56.1173514;-103.7520789;Northern Settlement;Saskatchewan
Bracken;49.1782972;-108.0960556;Village;Saskatchewan
Brada;52.7167328;-108.1840072;Hamlet;Saskatchewan
Bradwell;51.9467556;-106.2315361;Village;Saskatchewan
Bredenbury;50.9412528;-102.0440444;Town;Saskatchewan
Bremen;52.3666993;-105.7005643;Hamlet;Saskatchewan
Bresaylor;52.966744;-108.7673724;Hamlet;Saskatchewan
Bridgeford;50.9333642;-106.4172842;Hamlet;Saskatchewan
Briercrest;50.1670378;-105.2655277;Village;Saskatchewan
Broadacres;52.0500619;-108.9840673;Hamlet;Saskatchewan
Broadview;50.3749722;-102.5772583;Town;Saskatchewan
Brock;51.4415528;-108.7168692;Village;Saskatchewan
Broderick;51.4881083;-106.9178314;Village;Saskatchewan
Bromhead;49.1833645;-103.6671592;Hamlet;Saskatchewan
Brooksby;53.0000175;-104.3171423;Hamlet;Saskatchewan
Browning;49.450026;-102.6337988;Hamlet;Saskatchewan
Brownlee;50.7394361;-106.0162139;Village;Saskatchewan
Bruno;52.2654556;-105.5248083;Town;Saskatchewan
Buchanan;51.7013511;-102.7539806;Village;Saskatchewan
Buena Vista;50.77915;-104.9437861;Village;Saskatchewan
Buffalo Gap;49.116694;-105.2672104;Hamlet;Saskatchewan
Buffalo Narrows;55.8769833;-108.5243083;Northern Village;Saskatchewan
Bulyea;50.9864778;-104.863325;Village;Saskatchewan
Burr;52.0500281;-105.1338942;Hamlet;Saskatchewan
Burrows;50.316676;-102.1338216;Hamlet;Saskatchewan
Burstall;50.6556306;-109.9093722;Town;Saskatchewan
Cabri;50.6218778;-108.4633056;Town;Saskatchewan
Cadillac;49.7257056;-107.7385444;Village;Saskatchewan
Calder;51.1575444;-101.7494111;Village;Saskatchewan
Calderbank;50.6166982;-106.8506305;Hamlet;Saskatchewan
Camsell Portage;59.6108278;-109.2707972;Northern Settlement;Saskatchewan
Cana;50.8833365;-102.6504902;Hamlet;Saskatchewan
Cando;52.383392;-108.234017;Hamlet;Saskatchewan
Canopus;49.200028;-106.2005845;Hamlet;Saskatchewan
Canora;51.636375;-102.4310056;Town;Saskatchewan
Cantal;49.433351;-101.9337908;Hamlet;Saskatchewan
Cantuar;50.3833689;-108.0006815;Hamlet;Saskatchewan
Canuck;49.2000165;-108.2173444;Hamlet;Saskatchewan
Canwood;53.3585583;-106.6007156;Village;Saskatchewan
Cardross;49.816696;-105.617233;Hamlet;Saskatchewan
Carievale;49.1734721;-101.6255777;Village;Saskatchewan
Carlea;53.1500281;-103.9004632;Hamlet;Saskatchewan
Carlton;52.8333741;-106.5005692;Hamlet;Saskatchewan
Carlyle;49.6353911;-102.2663556;Town;Saskatchewan
Carlyle Lake Resort;49.750016;-102.2671547;Hamlet;Saskatchewan
Carmel;52.2333623;-105.3505581;Hamlet;Saskatchewan
Carmichael;50.0441611;-108.6499306;Village;Saskatchewan
Carnduff;49.174925;-101.7973306;Town;Saskatchewan
Caronport;50.4588306;-105.8167342;Village;Saskatchewan
Carragana;52.583333;-103.100473;Hamlet;Saskatchewan
Carrot River;53.2817028;-103.5856397;Town;Saskatchewan
Carruthers;52.8667435;-109.2674007;Hamlet;Saskatchewan
Cavalier;53.0834129;-108.5506908;Hamlet;Saskatchewan
Cavell;52.266727;-108.5840391;Hamlet;Saskatchewan
Cedoux;49.8833599;-103.8672187;Hamlet;Saskatchewan
Central Butte;50.7975944;-106.506525;Town;Saskatchewan
Ceylon;49.4592722;-104.6016081;Village;Saskatchewan
Chamberlain;50.8523139;-105.5692289;Village;Saskatchewan
Chaplin;50.4611305;-106.6549082;Village;Saskatchewan
Chitek;53.800075;-107.7506319;Hamlet;Saskatchewan
Choiceland;53.4920361;-104.4869306;Town;Saskatchewan
Chortitz;50.1024036;-107.640586;Hamlet;Saskatchewan
Christopher Lake;53.53995;-105.7830528;Village;Saskatchewan
Churchbridge;50.8948278;-101.8932528;Town;Saskatchewan
Clair;52.01667;-104.0838534;Hamlet;Saskatchewan
Clavet;51.994233;-106.370475;Village;Saskatchewan
Clearwater River;56.5292768;-109.4980175;Hamlet;Saskatchewan
Clemenceau;52.664075;-102.5271833;Hamlet;Saskatchewan
Climax;49.2070972;-108.3884722;Village;Saskatchewan
Cloan;52.6167354;-108.7673744;Hamlet;Saskatchewan
Clouston;53.1000425;-105.8505206;Hamlet;Saskatchewan
Coalfields;49.1000341;-102.7337845;Hamlet;Saskatchewan
Coderre;50.1351394;-106.3831917;Village;Saskatchewan
Codette;53.2818611;-104.0301639;Village;Saskatchewan
Cole Bay;55.097758;-108.328617;Northern Hamlet;Saskatchewan
Coleville;51.7096;-109.245286;Village;Saskatchewan
Colfax;49.9500289;-103.9838867;Hamlet;Saskatchewan
Colgate;49.3944731;-103.8949682;Hamlet;Saskatchewan
Colonsay;51.9764889;-105.8722444;Town;Saskatchewan
Conquest;51.5292638;-107.2437193;Village;Saskatchewan
Constance;49.200028;-105.8172356;Hamlet;Saskatchewan
Consul;49.2943889;-109.5202582;Village;Saskatchewan
Corinne;50.0500362;-104.6172203;Hamlet;Saskatchewan
Coronach;49.1088389;-105.512175;Town;Saskatchewan
Cosine;52.133401;-109.9341087;Hamlet;Saskatchewan
Craik;51.0485972;-105.8136694;Town;Saskatchewan
Crane Valley;49.7565331;-105.5265916;Hamlet;Saskatchewan
Craven;50.7079417;-104.8010025;Village;Saskatchewan
Creelman;49.8209333;-103.3104;Village;Saskatchewan
Creighton;54.7624694;-101.8981167;Town;Saskatchewan
Crestwynd;50.100029;-105.6839075;Hamlet;Saskatchewan
Crooked River;52.8500099;-103.7338093;Hamlet;Saskatchewan
Cudworth;52.4901917;-105.7391278;Town;Saskatchewan
Cullen;49.3666961;-102.9504713;Hamlet;Saskatchewan
Cumberland House;53.9414306;-102.3124944;Northern Village;Saskatchewan
Cupar;50.9466583;-104.2109556;Town;Saskatchewan
Cut Knife;52.7474694;-109.0158917;Town;Saskatchewan
Cutbank;51.3000355;-106.8506341;Hamlet;Saskatchewan
Dafoe;51.7543472;-104.527475;Village;Saskatchewan
Dahinda;49.7333659;-105.0505522;Hamlet;Saskatchewan
Dalmeny;52.3395639;-106.7714139;Town;Saskatchewan
Dana;52.300033;-105.700568;Hamlet;Saskatchewan
Danbury;52.0499903;-102.2504657;Hamlet;Saskatchewan
D'Arcy;51.4667184;-108.534044;Hamlet;Saskatchewan
Darmody;50.716698;-106.283941;Hamlet;Saskatchewan
Davidson;51.2591611;-105.9859314;Town;Saskatchewan
Davis;53.1167029;-105.6505111;Hamlet;Saskatchewan
Debden;53.5272278;-106.8797444;Village;Saskatchewan
Delisle;51.9216889;-107.1350019;Town;Saskatchewan
Denare Beach;54.6596139;-102.0703333;Northern Village;Saskatchewan
Denholm;52.6575139;-108.010175;Village;Saskatchewan
Denzil;52.2271;-109.6514508;Village;Saskatchewan
Deschambault Lake;54.9167353;-103.3670705;Hamlet;Saskatchewan
Descharme Lake;57.1084111;-109.2185286;Northern Settlement;Saskatchewan
Dewar Lake;51.6333938;-109.6341005;Hamlet;Saskatchewan
Dilke;50.8664806;-105.2516439;Village;Saskatchewan
Dillabough;52.5500013;-102.7671382;Hamlet;Saskatchewan
Dillon;55.9334207;-108.9340724;Hamlet;Saskatchewan
Dinsmore;51.3309;-107.4453389;Village;Saskatchewan
Disley;50.6409472;-105.0493444;Village;Saskatchewan
Divide;49.1500102;-109.1340559;Hamlet;Saskatchewan
Dixon;52.200027;-105.217221;Hamlet;Saskatchewan
Dodsland;51.8013839;-108.8392556;Village;Saskatchewan
Dollard;49.6166917;-108.5840395;Hamlet;Saskatchewan
Domremy;52.7833676;-105.7338741;Hamlet;Saskatchewan
Domremy Beach;52.7000296;-105.5630383;Hamlet;Saskatchewan
Donavon;51.8000414;-107.1339744;Hamlet;Saskatchewan
Donwell;51.5333255;-102.3504739;Hamlet;Saskatchewan
Doonside;49.916675;-101.8171527;Hamlet;Saskatchewan
Dore Lake;54.6279083;-107.4081417;Northern Hamlet;Saskatchewan
Dorintosh;54.3535917;-108.6268139;Village;Saskatchewan
Drake;51.7471139;-105.0113861;Village;Saskatchewan
Drinkwater;50.2949361;-105.1337967;Village;Saskatchewan
Druid;51.8000566;-108.8007253;Hamlet;Saskatchewan
Dubuc;50.6832194;-102.4768694;Village;Saskatchewan
Duck Lake;52.8121694;-106.2260528;Town;Saskatchewan
Duff;50.8732889;-103.0917611;Village;Saskatchewan
Dumas;49.9500158;-102.1671581;Hamlet;Saskatchewan
Dummer;49.8436456;-104.8374995;Hamlet;Saskatchewan
Dunblane;51.1833663;-106.8673018;Hamlet;Saskatchewan
Dundurn;51.8092028;-106.5053722;Town;Saskatchewan
Dunkirk;50.0333626;-105.7172405;Hamlet;Saskatchewan
Dunleath;51.2166656;-102.2171376;Hamlet;Saskatchewan
Duperow;51.9833846;-108.2340255;Hamlet;Saskatchewan
Duval;51.1572361;-104.9904889;Village;Saskatchewan
Dysart;50.9428056;-104.0368861;Village;Saskatchewan
Earl Grey;50.9355239;-104.7112111;Village;Saskatchewan
Eastend;49.5163028;-108.8198083;Town;Saskatchewan
Eatonia;51.2229028;-109.3880722;Town;Saskatchewan
Ebenezer;51.3698139;-102.4483778;Village;Saskatchewan
Edam;53.1878889;-108.7675703;Village;Saskatchewan
Edenwold;50.6337317;-104.2527275;Village;Saskatchewan
Elbow;51.1216333;-106.5976472;Village;Saskatchewan
Eldersley;52.859236;-103.8195416;Hamlet;Saskatchewan
Eldorado;59.5502279;-108.5008071;Hamlet;Saskatchewan
Elfros;51.7432611;-103.8607306;Village;Saskatchewan
Elrose;51.2014769;-108.0332056;Town;Saskatchewan
Elstow;51.9889861;-106.0578972;Hamlet;Saskatchewan
Emma Lake;53.566715;-105.8838294;Hamlet;Saskatchewan
Endeavour;52.1604611;-102.657375;Village;Saskatchewan
Englefeld;52.1620389;-104.6553444;Village;Saskatchewan
Environ;52.233383;-107.3173015;Hamlet;Saskatchewan
Erinferry;53.650053;-107.0172367;Hamlet;Saskatchewan
Ernfold;50.4483667;-106.8926222;Village;Saskatchewan
Esk;51.816695;-104.8505564;Hamlet;Saskatchewan
Eskbank;50.6666993;-106.1506021;Hamlet;Saskatchewan
Esterhazy;50.6531472;-102.07105;Town;Saskatchewan
Estevan;49.1392833;-102.9859847;City;Saskatchewan
Estlin;50.2500384;-104.5338801;Hamlet;Saskatchewan
Eston;51.1491694;-108.7574611;Town;Saskatchewan
Estuary;50.9333956;-109.8174627;Hamlet;Saskatchewan
Ethelton;52.7833484;-104.9338343;Hamlet;Saskatchewan
Evesham;52.3911827;-109.8452092;Hamlet;Saskatchewan
Expanse;49.9833617;-105.8505771;Hamlet;Saskatchewan
Eyebrow;50.7977167;-106.1547222;Village;Saskatchewan
Fairlight;49.877275;-101.6797083;Village;Saskatchewan
Fenton;53.0167028;-105.5838508;Hamlet;Saskatchewan
Fenwood;51.0121333;-103.0461222;Village;Saskatchewan
Ferland;49.4500293;-106.9506195;Hamlet;Saskatchewan
Fertile;49.3833432;-101.4504543;Hamlet;Saskatchewan
Feudal;51.8833797;-107.600656;Hamlet;Saskatchewan
Fielding;52.5167238;-107.5339711;Hamlet;Saskatchewan
Fife Lake;49.194136;-105.7312498;Hamlet;Saskatchewan
Fillmore;49.8794667;-103.4338836;Village;Saskatchewan
Findlater;50.788275;-105.4044278;Village;Saskatchewan
Fir Mountain;49.4666958;-106.5339346;Hamlet;Saskatchewan
Flaxcombe;51.4769278;-109.6070861;Village;Saskatchewan
Fleming;50.0709528;-101.4990222;Town;Saskatchewan
Foam Lake;51.6410806;-103.53955;Town;Saskatchewan
Fond-du-Lac;59.3170823;-107.201094;Hamlet;Saskatchewan
Fonehill;51.2166678;-102.6838185;Hamlet;Saskatchewan
Forgan;51.2667158;-107.8006713;Hamlet;Saskatchewan
Forget;49.653675;-102.8700694;Village;Saskatchewan
Fort Qu'Appelle;50.7656694;-103.7903389;Town;Saskatchewan
Fosston;52.1912722;-103.8142833;Village;Saskatchewan
Fox Valley;50.4663028;-109.4823722;Village;Saskatchewan
Foxford;53.4667107;-105.117149;Hamlet;Saskatchewan
Francis;50.1017036;-103.8662639;Town;Saskatchewan
Frobisher;49.2098083;-102.427;Village;Saskatchewan
Frontier;49.2045194;-108.5617972;Village;Saskatchewan
Froude;49.6833562;-103.2838458;Hamlet;Saskatchewan
Frys;49.566675;-101.583799;Hamlet;Saskatchewan
Fulda;52.3500253;-105.217213;Hamlet;Saskatchewan
Furness;53.1167468;-109.9674449;Hamlet;Saskatchewan
Fusilier;51.850063;-109.767439;Hamlet;Saskatchewan
Gainsborough;49.1767917;-101.4483389;Village;Saskatchewan
Gallivan;52.750071;-108.834043;Hamlet;Saskatchewan
Garson Lake;56.310697;-109.958614;Northern Settlement;Saskatchewan
Gerald;50.6653583;-101.7939667;Village;Saskatchewan
Gibbs;50.9000383;-104.8672302;Hamlet;Saskatchewan
Girvin;51.1500314;-105.9172589;Hamlet;Saskatchewan
Gladmar;49.1633028;-104.4548778;Hamlet;Saskatchewan
Glamis;51.3833834;-107.8340046;Hamlet;Saskatchewan
Glaslyn;53.3581028;-108.3558917;Village;Saskatchewan
Glasnevin;49.5500314;-105.0505461;Hamlet;Saskatchewan
Glen Ewen;49.2099278;-102.017765;Village;Saskatchewan
Glen Kerr;50.600032;-107.017304;Hamlet;Saskatchewan
Glenavon;50.1930167;-103.1386472;Village;Saskatchewan
Glenbain;49.8500295;-107.0173038;Hamlet;Saskatchewan
Glenbush;53.2500741;-108.0006485;Hamlet;Saskatchewan
Glenside;51.4529278;-106.8066611;Village;Saskatchewan
Glentworth;49.4236109;-106.6777799;Hamlet;Saskatchewan
Glidden;51.2375536;-109.1646297;Hamlet;Saskatchewan
Golden Prairie;50.2206333;-109.6309528;Village;Saskatchewan
Goodeve;51.0630639;-103.1884667;Village;Saskatchewan
Goodsoil;54.404075;-109.2341461;Village;Saskatchewan
Goodwater;49.3944944;-103.704875;Village;Saskatchewan
Gorlitz;51.4666621;-102.4504758;Hamlet;Saskatchewan
Gouldtown;50.6166998;-107.2173151;Hamlet;Saskatchewan
Govan;51.3107972;-104.9952194;Town;Saskatchewan
Govenlock;49.2333465;-109.8174184;Hamlet;Saskatchewan
Grand Coulee;50.43225;-104.8175964;Village;Saskatchewan
Grandora;52.1167121;-106.983959;Hamlet;Saskatchewan
Grasswood;52.0500424;-106.6506128;Hamlet;Saskatchewan
Gravelbourg;49.8729;-106.5535944;Town;Saskatchewan
Grayson;50.7193297;-102.6453806;Village;Saskatchewan
Green Lake;54.3167742;-107.7921972;Northern Village;Saskatchewan
Greenan;51.2000486;-108.3173672;Hamlet;Saskatchewan
Greenfeld;52.4333805;-106.6339312;Hamlet;Saskatchewan
Greenstreet;53.4667523;-109.8174425;Hamlet;Saskatchewan
Grenfell;50.4106694;-102.9322194;Town;Saskatchewan
Griffin;49.6666899;-103.433853;Hamlet;Saskatchewan
Gruenthal;52.4667108;-106.5172592;Hamlet;Saskatchewan
Guernsey;51.8833645;-105.1839028;Hamlet;Saskatchewan
Gull Lake;50.0969139;-108.4847525;Town;Saskatchewan
Hafford;52.7269889;-107.3533611;Town;Saskatchewan
Hague;52.5107139;-106.4173506;Town;Saskatchewan
Halbrite;49.4881833;-103.559175;Village;Saskatchewan
Hallonquist;50.1166981;-107.2506489;Hamlet;Saskatchewan
Halvorgate;50.633365;-106.700624;Hamlet;Saskatchewan
Hamton;51.433328;-102.333807;Hamlet;Saskatchewan
Handel;52.0667255;-108.7007197;Hamlet;Saskatchewan
Handsworth;49.8500187;-102.9505053;Hamlet;Saskatchewan
Hanley;51.6270917;-106.4410056;Town;Saskatchewan
Harptree;49.316695;-105.417218;Hamlet;Saskatchewan
Harris;51.732975;-107.5803083;Village;Saskatchewan
Hatfield;51.4333687;-105.0172382;Hamlet;Saskatchewan
Hatton;50.0500516;-109.8341134;Hamlet;Saskatchewan
Hawarden;51.4130583;-106.6019286;Village;Saskatchewan
Hazel Cliffe;50.5666706;-101.9671423;Hamlet;Saskatchewan
Hazenmore;49.6872861;-107.1391472;Village;Saskatchewan
Hazlet;50.3997417;-108.5940722;Village;Saskatchewan
Hearne;50.1000338;-105.1338927;Hamlet;Saskatchewan
Hearts Hill;52.1500671;-109.6674293;Hamlet;Saskatchewan
Henribourg;53.400043;-105.617163;Hamlet;Saskatchewan
Hepburn;52.5239388;-106.7313056;Town;Saskatchewan
Herbert;50.426475;-107.2249944;Town;Saskatchewan
Herschel;51.6333845;-108.3507;Hamlet;Saskatchewan
Heward;49.7374;-103.1504592;Village;Saskatchewan
Highgate;52.8667367;-108.4173504;Hamlet;Saskatchewan
Hillmond;53.4334197;-109.7007671;Hamlet;Saskatchewan
Hinchliffe;52.0666572;-102.6504749;Hamlet;Saskatchewan
Hirsch;49.1833626;-102.6004527;Hamlet;Saskatchewan
Hitchcock;49.2278092;-103.1221375;Hamlet;Saskatchewan
Hodgeville;50.1145111;-106.9643194;Village;Saskatchewan
Holdfast;50.9573528;-105.4207444;Village;Saskatchewan
Hoosier;51.6333941;-109.7341058;Hamlet;Saskatchewan
Horizon;49.5166969;-105.217213;Hamlet;Saskatchewan
Horsham;50.4167248;-109.8841269;Hamlet;Saskatchewan
Hubbard;51.1284056;-103.3727111;Village;Saskatchewan
Hudson Bay;52.8428167;-102.3756861;Town;Saskatchewan
Hughton;51.2333824;-107.9173445;Hamlet;Saskatchewan
Humboldt;52.2019155;-105.1229806;City;Saskatchewan
Hume;49.6666901;-103.6171983;Hamlet;Saskatchewan
Huntoon;49.5500254;-103.2338345;Hamlet;Saskatchewan
Hyas;51.8930833;-102.2603278;Village;Saskatchewan
Ile-a-la-Crosse;55.475755;-107.91748;Northern Village;Saskatchewan
Imperial;51.3479056;-105.4408167;Town;Saskatchewan
Inchkeith;50.0833487;-102.4671638;Hamlet;Saskatchewan
Indian Head;50.5337447;-103.6675453;Town;Saskatchewan
Insinger;51.53333;-103.0838222;Hamlet;Saskatchewan
Instow;49.7166944;-108.2840264;Hamlet;Saskatchewan
Invermay;51.8059361;-103.1564472;Village;Saskatchewan
